name,e_name,image,url,contents
코모도 24SS 남여 반팔셔츠 3종 택1,Komodo 24SS Men's and Women's Short Sleeve Shirts 3 Types 1,18313001.jpg,https://www.w-shopping.co.kr/display/goods/18313001,"[코모도 24SS 시즌 데일리 반팔셔츠] 남녀 공용 비즈니스 캐주얼 셔츠

✨ 추천 고객
- 30~50대 직장인
- 편안하면서 세련된 비즈니스 캐주얼을 찾는 분
- 관리가 쉬운 실용적인 셔츠를 원하는 분

🎯 주요 특징
- 페이크 단작 디자인으로 티셔츠처럼 입고 벗기 편함
- 뱃살이 비치지 않는 완벽한 핏
- UV 차단 기능으로 야외활동에 적합
- 신축성 좋은 소재로 활동성 우수
- 구김이 적고 빠르게 건조되는 실용적인 원단

👕 남성 라인
- 컬러: 블루 스트라이프/차콜/다크 네이비
- 사이즈: 95~115
- 등판 턱 디자인으로 활동성 강화
- 은은한 브랜드 로고와 세련된 로고 버튼

👚 여성 라인
- 컬러: 화이트/코랄 핑크/다크 네이비
- 사이즈: 90~110
- 여성스러운 셔링 디테일
- 조절 가능한 소매 버튼

🧵 소재 및 관리
- 소재: 폴리에스터 92%, 폴리우레탄 8%
- 신축성과 구김 방지 기능
- 기계세탁 가능
- 속건성 원단으로 관리 용이

📏 상세 사이즈
[남성]
- 착장 기장: 72~76cm
- 어깨너비: 44.8~49.6cm
- 가슴둘레: 105~125cm
- 소매길이: 23.5~25.5cm

[여성]
- 착장 기장: 64.5~68.5cm
(상세 치수는 사이즈별 상이)"
남성 캐주얼 체크 무늬 남방 셔츠 긴팔 와이셔츠,Men's Casual Check Pattern Shirt Long Sleeve Shirt,18550288.jpg,https://www.w-shopping.co.kr/display/goods/18550288,"[남성용 체크셔츠] 캐주얼 데일리 체크무늬 긴팔 남방 와이셔츠

#20-30대 남성 타겟 #데일리룩 #캐주얼셔츠 #간절기아우터

■ 상품 특징
- 다양한 체크 패턴으로 캐주얼부터 세미캐주얼까지 스타일링 가능
- 단독착용, 레이어드 착용 모두 활용도 높은 데일리 아이템
- 부드러운 면소재로 편안한 착용감 제공
- 견고한 봉제 마감으로 내구성 우수

■ 컬러 구성
심플라인 화이트/멀티라인 화이트/네이비/블루/다크 그레이/레드/그린 
(총 7가지 컬러)

■ 사이즈 정보
- 95 (M): 어깨 44cm / 가슴 52cm / 팔길이 58cm / 총장 64cm
- 100 (L): 어깨 46cm / 가슴 54cm / 팔길이 60cm / 총장 66cm
- 105 (XL): 어깨 48cm / 가슴 56cm / 팔길이 62cm / 총장 68cm

■ 제품 상세 정보
- 신축성: 약간 있음
- 비침: 밝은 색상만 약간 비침
- 안감: 없음
- 두께감: 적당함
- 촉감: 부드러움
- 착용계절: 봄/가을 (간절기)
- 피팅감: 세미 오버핏

■ 스타일링 팁
- 데님, 슬랙스 등 다양한 하의와 매치 가능
- 이너티셔츠와 레이어드하여 캐주얼한 스타일링
- 단독으로 깔끔한 오피스룩 연출 가능

■ 관리방법
- 드라이클리닝 권장
- 중성세제 사용
- 뒤집어서 세탁
- 그늘에서 건조
- 저온 다림질 권장

#체크셔츠 #남자셔츠 #캐주얼셔츠 #데일리룩 #간절기코디 #봄셔츠 #가을셔츠"
랄프로렌폴로 남성 슬림핏 옥스포드 포플린 셔츠 8종택1,Ralph Lauren Polo Men Slim fit Oxford poplin shirt 8 types to choose from,18482329.jpg,https://www.w-shopping.co.kr/display/goods/18482329,"[폴로 랄프로렌] 남성 슬림핏 셔츠 컬렉션 - 옥스포드/포플린 8컬러

【제품 설명】
20-40대 남성을 위한 클래식한 디자인의 슬림핏 셔츠입니다. 옥스포드와 포플린 두 가지 원단으로 제작되어 격식과 편안함을 동시에 느낄 수 있습니다.

【컬러 옵션】
• 옥스포드 라인: 네이비, 화이트 외 3종
• 포플린 라인: 핑크, 살구색 외 2종
* 로고 컬러는 랜덤 출고

【사이즈】
• 네이비: S, M, L, XL
• 화이트: M, L, XL
* 다른 컬러는 상세페이지 참조

【제품 특징】
• 100% 면 소재로 사계절 착용 가능
• 슬림핏 실루엣으로 세련된 스타일 연출
• 옥스포드: 내구성과 고급스러운 질감
• 포플린: 부드럽고 가벼운 착용감

【착용 추천】
• 비즈니스 캐주얼, 데일리룩
• 정장 안쪽 이너웨어
• 단독 착용 가능한 스마트 캐주얼

【관리 방법】
• 찬물 손세탁 권장
• 중성세제 사용
• 그늘에서 자연 건조
• 약한 온도에서 다림질

* 제품 실측 사이즈는 1-3cm 오차 있을 수 있습니다.
* 모니터 설정에 따라 색상 차이가 있을 수 있습니다.

#폴로셔츠 #랄프로렌 #남성셔츠 #슬림핏 #옥스포드셔츠 #포플린셔츠 #비즈니스캐주얼"
레인 남성 하이트위스트 오버반팔티 7종 택1,Rain Men's High Twist Oversleeve T-shirt 7 types to choose from,17584262.jpg,https://www.w-shopping.co.kr/display/goods/17584262,"[데일리 오버핏 반팔티] 레인 남성용 하이트위스트 면혼방 티셔츠 7가지 컬러

20-30대 남성을 위한 데일리 캐주얼 반팔 티셔츠입니다. 여유로운 오버핏 실루엣으로 편안하게 착용할 수 있습니다.

🎨 컬러 구성
- 크림, 라임, 오렌지, 샌드, 라이트 그레이, 올리브, 차콜
- 다양한 컬러로 스타일링이 쉽고 활용도가 높습니다

✨ 주요 특징
- 하이트위스트 원단으로 구김이 적고 관리가 쉬움
- 면 76%, 폴리에스터 22% 혼방으로 내구성과 착용감 우수
- 목늘어남 방지를 위한 고급 봉제 처리
- 어깨 라인 체인 스티치로 디자인 포인트 추가
- 3중 스티치 밑단 처리로 내구성 강화

📏 상세 사이즈
- M: 어깨 57 / 가슴 58.5 / 소매 22.5 / 총장 74.5
- L: 어깨 58.5 / 가슴 61 / 소매 23.5 / 총장 76
- XL: 어깨 60 / 가슴 63.5 / 소매 24.5 / 총장 77.5
(단위: cm)

👕 관리 방법
- 단독 세탁 권장
- 뒤집어서 찬물 세탁
- 건조기 사용 자제
- 중성세제 사용

키워드: #남자반팔 #오버핏티셔츠 #데일리룩 #캐주얼티셔츠 #베이직티 #여름티셔츠 #면티 #데일리티"
메쉬 5부 반바지 메쉬 트레이닝복 5부바지 숨쉬는바지,Mesh 5-part shorts Mesh training suit 5-part pants Breathable pants,17298629.jpg,https://www.w-shopping.co.kr/display/goods/17298629,"[여름 냉감 반바지] 남성용 아이스 메쉬 5부 반바지 - 쿨링 기능성 스포츠웨어

▶ 제품 특징
• 여름철 시원한 착용감을 위한 냉감 기능성 원단 사용
• 편안한 스트레치감의 메쉬 소재 (폴리에스터 90%, 스판덱스 10%)
• 활동성 높은 5부 기장으로 일상/운동 모두 적합
• 허리 밴드 디자인으로 편안한 착용감
• 20~40대 남성 체형에 최적화된 실루엣

▶ 컬러 옵션
블랙/차콜/그레이 3가지 컬러로 다양한 스타일링 가능

▶ 주요 장점
• 메쉬 원단으로 통기성 우수
• 신축성 있는 소재로 편안한 활동성
• 빠른 건조와 쾌적한 착용감
• 캐주얼/스포츠 모두 어울리는 디자인

▶ 관리 방법
• 중성세제로 단독 세탁 권장
• 찬물 또는 미온수 사용
• 섬유유연제 사용 자제
• 건조기 사용 금지
• 진한 색상은 이염 방지를 위해 분리 세탁

▶ 착용 팁
• 일상복으로는 기본 티셔츠나 캐주얼 셔츠와 매칭
• 운동할 때는 기능성 티셔츠와 코디
• 허리 사이즈보다 한 치수 크게 선택 권장

#남성반바지 #냉감바지 #기능성반바지 #여름바지 #스포츠웨어 #메쉬반바지 #쿨링웨어"
코몽트 남성 메쉬 포켓 집업 베스트 4종 택1,Commont Men's Mesh Pocket Zip-up Vest 4 types to choose from,16971006.jpg,https://www.w-shopping.co.kr/display/goods/16971006,"[코몽트] 남성용 메쉬 포켓 집업 베스트 - 4가지 컬러

# 상품 소개
30-50대 남성을 위한 실용적이고 스타일리시한 베스트입니다. 스포츠, 레저, 일상 활동까지 폭넓게 활용 가능한 활동성 높은 디자인입니다.

# 주요 특징
- 편안한 착용감의 메쉬 소재 베스트
- 실용적인 다중 포켓 구성
- 블랙/베이지/다크그레이/라이트그레이 4가지 컬러
- 95-115 사이즈 다양한 체형 커버
- 높은 내구성과 신축성의 프리미엄 소재 사용

# 소재 및 관리
- 겉감1: 나일론 100% (내구성 강화)
- 겉감2: 폴리에스터 100% (편안한 착용감)
- 관리: 중성세제 사용, 단시간 세탁 권장
- 두께감: 적당함 / 비침: 약간 / 신축성: 없음

# 착용 팁
- 캐주얼한 데일리룩부터 스포티한 아웃도어까지 활용도 높음
- 이너웨어와 레이어드하기 좋은 실용적인 아이템
- 사계절 내내 활용 가능한 베이직한 디자인

# 사이즈 정보
95(S)부터 115(XXL)까지 5단계 사이즈 제공
상세 치수는 상품 정보 참고 (±3cm 오차 가능)

검색 키워드: #남성베스트 #집업베스트 #메쉬베스트 #아웃도어베스트 #캐주얼베스트 #스포츠베스트 #실용적인베스트 #데일리베스트"
[CERINI by PAT] 남성 릴렉스 본딩 팬츠 1종 24s,[CERINI by PAT] Men's Relax Bonding Pants 1 type 24s,16211873.jpg,https://www.w-shopping.co.kr/display/goods/16211873,"[남성 릴렉스핏 스판 슬랙스] 편안한 스트레치 본딩팬츠

▶ 추천 고객
- 30~50대 직장인 남성
- 편안하면서 세련된 비즈니스 캐주얼을 찾는 분
- 활동이 많은 일상복용 팬츠가 필요한 분

▶ 주요 특징
- 다리가 길어 보이는 노턱 디자인의 세미 캐주얼 팬츠
- 숨겨진 허리 밴드로 배가 편안한 매직 릴렉스 디자인
- 블랙/네이비/그레이 3가지 컬러로 다양한 코디 가능
- 스판 소재로 움직임이 자유로운 활동성
- 깔끔한 외입술 포켓 디자인으로 세련된 실루엣

▶ 사이즈
- 28인치부터 42인치까지 8단계 선택 가능
- 허리 사이즈별 상세 치수표 제공
- 1~2cm 측정 오차 있을 수 있음

▶ 소재 및 관리
- 겉감: 폴리에스터 96%, 폴리우레탄 4%
- 안감: 폴리에스터 100%
- 손세탁 또는 기계세탁 가능
- 색상별 분리 세탁 필수
- 표백제/효소세제 사용 금지
- 즉시 건조 권장 (열건조 피해야 함)
- 마찰에 의한 올풀림/보풀 주의

#남자팬츠 #스판슬랙스 #본딩팬츠 #릴렉스핏 #허리밴드팬츠 #출근룩 #데일리룩 #비즈니스캐주얼"
[파파브로] 그물메쉬 다양한 수납 낚시 캠핑 조끼 PR-VES-508,[Papabro] Mesh Mesh Various Storage Fishing Camping Vest PR-VES-508,18372490.jpg,https://www.w-shopping.co.kr/display/goods/18372490,"[파파브로] 낚시 캠핑용 다용도 메쉬 조끼 PR-VES-508 상품 설명

▶ 추천 고객
- 30-50대 남성 아웃도어 애호가
- 낚시, 캠핑, 등산 등 야외 활동을 즐기시는 분
- 수납공간이 많은 실용적인 의류를 찾으시는 분

▶ 주요 특징
- 그물망 메쉬 소재로 통기성 우수
- 다양한 크기의 수납 포켓 다수 배치
- 벨크로 포켓으로 소지품 안전 보관
- 기모 안감 처리로 보온성 강화
- 깔끔한 디자인으로 일상복으로도 활용 가능

▶ 소재 및 착용감
- 소재: 폴리에스터 100%
- 두께감: 중간
- 신축성: 없음
- 핏: 레귤러핏
- 계절: 가을, 겨울 착용 권장

▶ 컬러 옵션
와인, 블랙, 네이비, 그레이, 블루, 베이지 총 6가지 색상

▶ 사이즈 정보 (단위: cm)
95: 어깨 41.5 / 가슴 54 / 소매 60.5 / 총장 65.5
100: 어깨 42.5 / 가슴 56.5 / 소매 61.5 / 총장 66.5
105: 어깨 43.5 / 가슴 59 / 소매 62.5 / 총장 67.5
110: 어깨 44.5 / 가슴 61.5 / 소매 63.5 / 총장 68.5

▶ 관리 방법
- 찬물 손세탁 권장
- 세탁기 사용 시 뒤집어서 세탁망 사용
- 직사광선 피해 그늘에서 건조
- 드라이클리닝 가능
- 중성세제 사용 권장

#낚시조끼 #캠핑조끼 #아웃도어조끼 #실용적인조끼 #기능성조끼 #메쉬조끼"
코모도 남여 모크넥 4종 택1,Comodo Men's Mock Neck 4 types to choose from,18372165.jpg,https://www.w-shopping.co.kr/display/goods/18372165,"[코모도 남녀공용 모크넥 스웨터] - 겨울철 데일리룩 필수템

# 상품 소개
- 1986년 런칭한 프리미엄 캐주얼 브랜드 코모도의 스테디셀러 모크넥 스웨터
- 20-40대 남녀 모두를 위한 베이직한 디자인
- 단독착용은 물론 겨울철 이너로도 활용 가능한 실용적인 아이템

# 주요 특징
- 늘어남 방지 실리콘 테이프 적용으로 오래 입어도 변형 없음
- 고급스러운 톤온톤 로고 프린트로 깔끔한 디자인
- 스트레치 원단으로 편안한 활동성 보장
- UV차단 및 보온성 우수
- 기계세탁 가능한 실용적인 관리성

# 컬러 및 사이즈
남성용:
- 컬러: 블랙/다크네이비/멜란지그레이/레드브라운
- 사이즈: 95-115 (5단계)

여성용:
- 컬러: 블랙/다크네이비/마젠타/크림
- 사이즈: 90-110 (5단계)

# 소재 및 관리
- 소재: 폴리에스터 90%, 폴리우레탄 10%
- 신축성과 내구성이 뛰어난 프리미엄 혼방 원단
- 간편한 기계세탁 가능
- 변형 방지를 위한 드라이클리닝 권장

# 착용감 및 스타일링
- 부드럽고 따뜻한 착용감
- 깔끔한 오피스룩부터 캐주얼한 데일리룩까지 다양한 연출 가능
- 자켓이나 코트 안에 이너로 활용하기 좋은 두께감
- 체형을 커버하는 적당한 여유감으로 편안한 실루엣

[검색 키워드]
#모크넥스웨터 #겨울이너 #오피스룩 #데일리룩 #남녀공용 #코모도 #기본템"
폴스크릭 남여 썸머 액서사이즈 윈드브레이커 2종 택1,Falls Creek Men's Summer Exercise Size Windbreaker 2 types to choose from,17584227.jpg,https://www.w-shopping.co.kr/display/goods/17584227,"[폴스크릭] 남녀공용 초경량 여름 바람막이 자켓 윈드브레이커

#20-30대 #데일리룩 #캐주얼 #운동복 #아웃도어

상품 소개
가벼운 나일론 소재로 제작된 여름용 윈드브레이커입니다. 일상생활은 물론 조깅, 등산 등 가벼운 운동 시에도 착용하기 좋은 실용적인 아이템입니다. 통기성이 우수하고 구김이 적어 활동성이 뛰어나며, 컴팩트한 수납이 가능해 여행용으로도 적합합니다.

주요 특징
• 초경량 나일론 소재로 편안한 착용감
• 땀 배출이 용이한 통기성 디자인
• 세련된 배색 디테일로 스타일리시한 연출
• 양쪽 지퍼 포켓으로 실용성 강화
• 간편한 기계세탁 가능

남성용 상품 정보
• 컬러: 네이비, 라이트 그레이
• 사이즈: 95-115 (5단계)
• 추천 체형: 보통~큰 체형의 20-40대 남성

여성용 상품 정보
• 컬러: 라이트 브라운, 오프 화이트, 블랙
• 사이즈: 90-110 (5단계)
• 추천 체형: 보통~마른 체형의 20-40대 여성

소재 및 관리
• 겉감: 나일론 100% (초경량 원단)
• 배색: 폴리에스터 100%
• 관리: 기계세탁 가능, 중성세제 사용
• 건조: 그늘에서 자연 건조 권장

※ 모니터 설정에 따라 색상이 실제와 다르게 보일 수 있으며, 정확한 사이즈는 상세 치수표를 참고해 주시기 바랍니다."
남녀공용 라운드 기본티셔츠 /긴팔티셔츠/무지티셔츠,Unisex Round Basic T-shirt / Long Sleeve T-shirt / Plain T-shirt,16646196.jpg,https://www.w-shopping.co.kr/display/goods/16646196,"[남녀공용 데일리 라운드넥 긴팔 티셔츠] 기본 무지 티셔츠 5가지 컬러

#20대부터 50대까지 #데일리룩 #오피스룩 #캐주얼룩

〈상품 소개〉
편안한 착용감과 세련된 디자인의 기본 라운드넥 긴팔 티셔츠입니다. 폴리에스터 100% 소재로 부드러운 촉감과 뛰어난 내구성을 자랑합니다. 그레이, 블루, 블랙, 네이비, 차콜 총 5가지 컬러로 준비되어 다양한 스타일링이 가능합니다.

〈주요 특징〉
• 남녀 모두 착용 가능한 유니섹스 디자인
• 깔끔한 라운드넥 라인으로 단정한 실루엣
• 자연스럽게 떨어지는 세련된 핏
• 부드러운 터치감의 폴리에스터 원단
• 데일리웨어로 활용도 높은 베이직 컬러

〈착용 추천〉
• 타겟 연령층: 20-50대 남녀
• 스타일링: 청바지, 슬랙스, 치마 등 다양한 하의와 매치
• 활용: 출근룩, 데이트룩, 일상복 등 멀티웨어

〈사이즈 정보〉
L 사이즈
- 어깨 46cm / 가슴 51.5cm
- 소매 58cm / 총장 65.5cm

XL 사이즈
- 어깨 52cm / 가슴 57.5cm
- 소매 62cm / 총장 67.5cm

〈관리 방법〉
• 단독 세탁 권장
• 드라이클리닝 추천
• 뒤집어서 세탁
• 중성세제 사용

* 실제 제품 색상은 모니터 설정에 따라 다르게 보일 수 있습니다.
* 사이즈는 측정 방법에 따라 1-3cm 오차가 있을 수 있습니다."
피닉스 남성 라이크라 트랙 자켓 3종 택1,Phoenix Men's Lycra Track Jacket 3 types to choose from,18666320.jpg,https://www.w-shopping.co.kr/display/goods/18666320,"[피닉스 남성 라이크라 트랙 자켓] - 운동과 일상을 위한 프리미엄 다운트랙 자켓

🎯 추천 대상
- 20-40대 활동적인 남성
- 스포츠와 일상복을 겸용하길 원하는 분
- 편안하면서도 스타일리시한 착장을 선호하는 분

✨ 주요 특징
- UVAIE |S 발수 기능으로 물방울이 스며들지 않는 방수 성능
- 자외선 차단 기능으로 피부 보호 효과
- 프리미엄 라이크라 원단의 우수한 신축성과 회복력
- 3가지 컬러: 블랙/카키/라이트그레이
- 사이즈: 95/100/105/110

🏃‍♂️ 활용도
- 러닝, 조깅 등 야외 운동
- 헬스장, 실내 스포츠 활동
- 캐주얼한 데일리 착용
- 가벼운 아웃도어 활동

📌 소재 및 기능
- 소재: 폴리에스터 94%, 폴리우레탄 6%
- 정품 LYCRA® 인증 원단 사용
- 뛰어난 신축성과 형태 유지력
- 쾌적한 착용감과 편안한 활동성
- 땀 흡수와 빠른 건조

👕 관리 방법
- 중성세제 사용 권장
- 찬물 또는 미온수로 세탁
- 손세탁 또는 세탁망 사용 권장
- 건조기 사용 자제
- 그늘에서 자연 건조

💡 구매 포인트
- 정품 LYCRA® 마크 확인
- 활동량과 체형에 맞는 사이즈 선택
- 용도에 맞는 컬러 선택

#피닉스자켓 #남성트랙자켓 #라이크라자켓 #운동복 #애슬레저"
라코스테 남성 플리스 기모 후드티셔츠 SH2128 3종택1,Lacoste Men's Fleece Hooded T-shirt SH2128 3 types to choose from,18643030.jpg,https://www.w-shopping.co.kr/display/goods/18643030,"[라코스테 남성 기모 후드티셔츠 SH2128 - 겨울철 데일리웨어]

🎯 추천 고객
- 20-40대 남성
- 캐주얼하면서 고급스러운 스타일을 선호하는 분
- 보온성과 활동성을 모두 중시하는 분

✨ 주요 특징
- 프리미엄 면혼방 소재(면 83%, 폴리에스터 17%)로 편안한 착용감
- 따뜻한 기모 안감 처리로 보온성 강화
- 클래식한 라코스테 로고 자수 포인트
- 네이비/그레이/블랙 3가지 컬러로 다양한 코디 가능
- 후드 디자인으로 캐주얼한 스타일링 연출

📏 사이즈
- 2호(90)~7호(115) 까지 다양한 체형 커버
- 일반 핏으로 편안한 실루엣 연출
- 정확한 사이즈는 상세 치수표 참고

🛠 관리방법
- 찬물 또는 30도 이하 물에서 단독 세탁
- 뒤집어서 세탁하여 로고 보호
- 건조기 사용 자제
- 중성세제 사용 권장
- 드라이클리닝 가능

💡 활용팁
- 데님, 슬랙스 등 다양한 하의와 매치 가능
- 간절기/겨울철 단품 또는 레이어드 착용
- 캐주얼, 스포티, 세미캐주얼 등 다양한 스타일링

#라코스테후드티 #남자후드집업 #기모후드 #겨울아우터 #캐주얼패션 #데일리룩 #남성패션"
[파파브로] 남성 국산 컬러 면 남방 셔츠 DE-SHA-1248-12col,[Papabro] Men's Domestic Color Cotton Southern Shirt DE-SHA-1248-12col,18577186.jpg,https://www.w-shopping.co.kr/display/goods/18577186,"[파파브로] 남성용 컬러 캐주얼 셔츠 - 사계절 활용 가능한 국산 면혼방 남방

# 추천 고객
- 20-40대 남성
- 캐주얼하면서 단정한 스타일을 선호하는 분
- 데일리룩, 출근복, 데이트룩으로 활용하고 싶으신 분

# 주요 특징
- 12가지 다양한 컬러 선택 가능 (네이비/와인/스카이/레드/진베이지/검정/차콜/흰색/그레이/블루/오렌지/라임)
- 클래식한 버튼다운 디자인으로 단정하고 깔끔한 스타일
- 적당한 두께감으로 사계절 활용 가능
- 루즈한 핏으로 편안한 착용감
- 국내 제작으로 믿을 수 있는 품질

# 소재 및 관리
- 면 35%, 폴리에스터 65% 혼방 원단
- 중간 두께감, 비침 없음
- 손세탁 권장
- 염소 표백 금지
- 다림질 가능

# 사이즈 정보 (단위: cm)
- 95: 어깨 45 / 소매 54 / 총장 71
- 100: 어깨 46 / 소매 56.5 / 총장 72
- 105: 어깨 47 / 소매 59 / 총장 73
- 110: 어깨 48 / 소매 61.5 / 총장 74

# 스타일링 팁
- 청바지, 슬랙스 등 다양한 하의와 매치 가능
- 단독으로 또는 이너웨어로 활용 가능
- 깔끔한 단추 디자인으로 캐주얼부터 세미캐주얼까지 연출

※ 모니터 설정에 따라 실제 제품 색상과 차이가 있을 수 있습니다.
※ 제품 측정 방법에 따라 1-3cm 오차가 발생할 수 있습니다."
쿨링 트레이닝 반바지 시원한 아이스 냉감 통풍 팬츠,Cooling training shorts Cool ice cool ventilation pants,18557230.jpg,https://www.w-shopping.co.kr/display/goods/18557230,"[에어테크 쿨링 트레이닝 반바지] - 남녀공용 스포츠/일상 트레이닝 쇼츠

▶ 제품 특징
- 폴리에스터 90%, 스판덱스 10% 혼방 원단으로 제작된 프리미엄 트레이닝 반바지
- 에어테크 쿨링 시스템 적용으로 운동 시 체감온도 저하 효과
- 신축성 있는 4-WAY 스트레치 원단으로 자유로운 활동성 보장
- 블랙 컬러 2가지: 무지/패턴

▶ 추천 용도 및 타겟
- 20-40대 남녀 일상/스포츠웨어로 활용 가능
- 조깅, 러닝, 등산, 라이딩 등 야외 운동 시 착용 적합
- 일상적인 트레이닝복이나 캐주얼 스타일링 가능

▶ 핵심 기능
- 허리 스트링으로 간편한 사이즈 조절
- 스틸 팁 적용으로 내구성 강화
- 양쪽 포켓 디자인으로 실용성 증대
- 이중 스티치 밑단 마감으로 내구성 보장

▶ 사이즈 정보 (단위: cm)
- S(44): 허리 26, 총장 29, 허벅지 28
- M(46): 허리 28, 총장 31, 허벅지 30
- L(48): 허리 30, 총장 33, 허벅지 32
- XL(50): 허리 32, 총장 35, 허벅지 34

▶ 관리 방법
- 30도 미만 물온도에서 약세탁 권장
- 중성세제 사용
- 건조기 사용 자제
- 드라이클리닝 권장하지 않음

▶ 원단 특성
- 비침: 거의 없음
- 신축성: 우수
- 두께감: 적당함
- 촉감: 부드러움
- 통기성: 우수

#쿨링반바지 #트레이닝복 #운동복 #조깅복 #등산복 #러닝복 #트레이닝쇼츠 #스포츠웨어"
코모도 남성 니트가디건 3종세트 (가디건1+니트2),Komodo men's knit cardigan 3-piece set (cardigan 1 + knit 2),18483914.jpg,https://www.w-shopping.co.kr/display/goods/18483914,"[코모도 남성 니트가디건 3종세트 - 가디건 1종과 라운드넥 니트 2종]

#남성가디건 #니트세트 #데일리룩 #오피스룩 #겨울니트

■ 상품 소개
- 30~50대 남성을 위한 프리미엄 니트 세트
- 가디건 1종과 라운드넥 니트 2종으로 구성
- 블랙/베이지/그레이 컬러의 가디건
- 블랙/화이트 컬러의 라운드넥 니트
- 1986년 런칭한 남성 캐주얼 브랜드 '코모도' 제작

■ 주요 특징
- 고급스러운 카라 디자인의 가디건
- 2X1 립조직으로 늘어짐 최소화
- 코모도 로고 각인 흑니켈 금속 장식 포인트
- 12게이지 밀도로 비침 적음
- 유연제 가공 원사로 부드러운 터치감
- 탁월한 탄성과 복원력

■ 착용 스타일
- 캐주얼부터 댄디룩까지 다양한 스타일링 가능
- 이너웨어 또는 단독 착용 가능
- 비즈니스 캐주얼로 적합
- 사계절 활용 가능한 데일리웨어

■ 사이즈
- 95(S)/100(M)/105(L)/110(XL)/115(2XL)

■ 소재 및 관리
- 니트 소재: 폴리에스터 100%
- 흡습성이 적어 세탁 후 변형 최소화
- 편안한 착용감과 관리 용이

이 상품은 심플하면서도 세련된 디자인으로 직장인부터 중년 남성까지 폭넓게 활용할 수 있는 고품격 니트웨어입니다. 특히 가디건과 니트의 조합으로 다양한 스타일링이 가능하며, 내구성과 실용성을 모두 갖춘 프리미엄 세트입니다."
스프리스 남성 에슬레저룩 집업점퍼 4종 택1,Spris men's athleisure look zip-up jumper 4 types to choose from,18483915.jpg,https://www.w-shopping.co.kr/display/goods/18483915,"[남성 방수 아노락 점퍼] 봄여름용 메쉬 스포츠 자켓

20-40대 남성을 위한 스포티한 디자인의 방수 아노락 점퍼입니다. 일상과 운동 모두에서 활용도가 높은 어반 스포츠웨어입니다.

📌 주요 특징
• 메쉬 소재로 통기성이 뛰어나 여름철에도 쾌적하게 착용
• 방수 지퍼와 신축성 있는 원단으로 실용성 강화
• 블랙/베이지/차콜/카키 4가지 컬러로 다양한 스타일링 가능
• 부드러운 터치감의 프리미엄 나일론 원단 사용

💪 활용도
• 가벼운 운동이나 조깅, 등산 등 아웃도어 활동
• 데일리 캐주얼 웨어로 활용 가능
• 에슬레저 룩의 포인트 아이템
• 봄/여름 시즌 일상복으로 적합

🏷️ 상세 사양
• 소재: 겉감 나일론 100%, 안감 폴리에스터 100%
• 사이즈: 95(S)~115(3XL) 5단계
• 총기장: 70-78cm
• 어깨너비: 51-59cm
• 가슴단면: 56-64cm

✨ 관리방법
• 울코스로 기계세탁 가능(세탁망 필수)
• 온수 사용 및 기계건조 금지
• 단독세탁 권장
• 염소표백제 사용 금지
• 통풍이 잘 되는 그늘에서 건조

#남성아노락 #방수점퍼 #스포츠자켓 #여름점퍼 #캐주얼자켓 #에슬레저"
시에로 24SS 남성 셋업 2종 택1,Ciero 24SS men's set-up 2 types to choose from,18313015.jpg,https://www.w-shopping.co.kr/display/goods/18313015,"[2024 시에로 남성 셋업] 봄/여름용 캐주얼 코튼 블렌디드 상하의 세트

#타겟
- 20-40대 남성
- 편안하면서도 세련된 캐주얼 스타일을 추구하는 분
- 실용적인 데일리웨어를 찾는 분

#상품 특징
- 코튼 60%와 폴리에스터 40% 혼방 원단으로 편안한 착용감
- 유연제 처리와 덤블 가공으로 변형 최소화
- 허리 스트링 디테일로 체형에 맞는 맞춤 핏 조절 가능
- 심플한 디자인으로 다양한 스타일링 가능
- 스몰 로고 프린트와 직조 라벨로 세련된 포인트

#컬러 옵션
- 클래식한 블랙
- 세련된 멜란지 그레이

#사이즈 정보
- 95(M): 보통 체형
- 100(L): 다소 여유있는 핏
- 105(XL): 넉넉한 핏
- 110(XXL): 오버사이즈 핏 선호

#관리 방법
- 기계 세탁 가능
- 중성세제 사용 권장
- 뒤집어서 세탁
- 저온 건조 권장

#구성
- 상의 1개
- 하의 1개

#활용도
- 데일리 캐주얼 웨어
- 가벼운 운동복
- 집콕룩
- 편안한 외출복

가성비 좋은 가격대로 일상생활에서 활용도 높은 남성 셋업을 찾으시는 분들께 추천드립니다."
